Code;Omschrijving;Groep;Titel;D_BEGIN;D_EIND;D_STATUS
"N6972.08";"NEN 6972:2008 nl";"Norm bodem-chemisch";"Bodem  Aceton/petroleumetherextractie voor de bepaling van organische componenten.";06-12-2011;;"G"
"N6973.08";"NEN 6973:2008 nl";"Norm bodem-chemisch";"Bodem - Methanolextractie voor de bepaling van organische componenten";06-12-2011;;"G"
"N6974+C1.10";"NEN 6974:2008+C1:2010 nl";"Norm bodem-chemisch";"Bodem  Zuivering met aluminiumoxide voor de bepaling van organische componenten";06-12-2011;;"G"
"N6975.08";"NEN 6975:2008 nl";"Norm bodem-chemisch";"Bodem  Zuivering met florisil voor de bepaling van organische componenten";06-12-2011;;"G"
"N6976.08";"NEN 6976:2008 nl";"Norm bodem-chemisch";"Bodem  Zuivering met behulp van vaste-fase-extractie voor de bepaling van organische componenten";06-12-2011;;"G"
"N6977+C1.10";"NEN 6977:2008+C1:2010 nl";"Norm bodem-chemisch";"Bodem  Kwantitatieve bepaling van het gehalte van polycyclische aromatische koolwaterstoffen (PAK) met hogedrukvloeistofchromatografie (HPLC)";06-12-2011;;"G"
"N6978.08";"NEN 6978:2008 nl";"Norm bodem-chemisch";"Bodem  Kwantitatieve bepaling van het gehalte aan minerale olie met gaschromatografie";06-12-2011;;"G"
"N6980+C1.10";"NEN 6980:2008+C1:2010 nl";"Norm bodem-chemisch";"Bodem - Kwantitatieve bepaling van het gehalte van Organochloor Bestrijdingsmiddelen (OCB), polychloorbifenylen (PCB) en matig-vluchtige chloorbenzenen met gaschromatografie";06-12-2011;;"G"
"N6981.08";"NEN 6981:2008";"Norm bodem-chemisch";"Bodem - Kwantitatieve bepaling van het gehalte van vluchtige aromatische koolwaterstoffen (VAK) en vluchtige gehalogeneerde koolwaterstoffen (HKW) met behulp van gaschromatografie";06-12-2011;;"G"
"N872.05";"NEN-EN 872:2005 en";"Norm water-fysisch";"Water - Bepaling van het gehalte aan onopgeloste stoffen - Methode door filtratie over glasvezelfilters";11-06-2011;;"G"
"N903.94";"NEN-EN 903:1994 en";"Norm water-chemisch";"Water - Bepaling van het gehalte aan anion-actieve detergentia met behulp van de methyleenblauw-index";11-06-2011;;"G"
"Notove";"Bepaling toetsoordeel (+ of -) met/volgens Notove-methodiek";"Methodiek";;11-06-2011;;"G"
"P3210-1.08";"prestatieblad 3210-1, 25-6-2008 (droge stof)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-1, 25-6-2008 (droge stof)";01-01-2013;;"G"
"P3210-1.11";"prestatieblad 3210-1, 10-2-2011 (droge stof)";"Voorschrift";"AS3000 prestatieblad 3210-1, 10-2-2011 (droge stof)";25-10-2012;;"G"
"P3210-2a.08";"prestatieblad 3210-2a, 25-6-2008 (organische stof)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-2a, 25-6-2008 (organische stof)";01-01-2013;;"G"
"P3210-2a.11";"prestatieblad 3210-2a, 10-2-2011 (organische stof)";"Voorschrift";"AS3000 prestatieblad 3210-2a, 10-2-2011 (organische stof)";25-10-2012;;"G"
"P3210-2b.08";"prestatieblad 3210-2b, 25-6-2008 (gloeirest)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-2b, 25-6-2008 (gloeirest)";01-01-2013;;"G"
"P3210-2b.11";"prestatieblad 3210-2b, 10-2-2011 (gloeirest)";"Voorschrift";"AS3000 prestatieblad 3210-2b, 10-2-2011 (gloeirest)";25-10-2012;;"G"
"P3210-3.08";"prestatieblad 3210-3, 25-6-2008 (korrelgroottefractie)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-3, 25-6-2008 (korrelgroottefractie)";01-01-2013;;"G"
"P3210-3.11";"prestatieblad 3210-3, 10-2-2011 (korrelgroottefracti";"Voorschrift";"AS3000 prestatieblad 3210-3, 10-2-2011 (korrelgroottefractie)";25-10-2012;;"G"
"P3210-4.08";"prestatieblad 3210-4, 25-6-2008 (metalen)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-4, 25-6-2008 (metalen)";01-01-2013;;"G"
"P3210-4.11";"prestatieblad 3210-4, 10-2-2011 (metalen)";"Voorschrift";"AS3000 prestatieblad 3210-4, 10-2-2011 (metalen)";25-10-2012;;"G"
"P3210-5.08";"prestatieblad 3210-5, 25-6-2008 (PAK)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-5, 25-6-2008 (PAK)";01-01-2013;;"G"
"P3210-5.11";"prestatieblad 3210-5, 10-2-2011 (PAK)";"Voorschrift";"AS3000 prestatieblad 3210-5, 10-2-2011 (PAK)";25-10-2012;;"G"
"P3210-6.08";"prestatieblad 3210-6, 25-6-2008 (minerale olie)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-6, 25-6-2008 (minerale olie)";01-01-2013;;"G"
"P3210-6.11";"prestatieblad 3210-6, 10-2-2011 (minerale olie)";"Voorschrift";"AS3000 prestatieblad 3210-6, 10-2-2011 (minerale olie)";25-10-2012;;"G"
"P3210-7.08";"prestatieblad 3210-7, 25-6-2008 (PCB)";"Voorschrift vervallen";"AS3000 prestatieblad 3210-7, 25-6-2008 (PCB)";01-01-2013;;"G"
"P3210-7.11";"prestatieblad 3210-7, 10-2-2011 (PCB)";"Voorschrift";"AS3000 prestatieblad 3210-7, 10-2-2011 (PCB)";25-10-2012;;"G"
"P3220-1.08";"prestatieblad 3220-1, 25-6-2008 (OCB)";"Voorschrift vervallen";"AS3000 prestatieblad 3220-1, 25-6-2008 (OCB)";01-01-2013;;"G"
"P3220-1.11";"prestatieblad 3220-1, 10-2-2011 (OCB)";"Voorschrift";"AS3000 prestatieblad 3220-1, 10-2-2011 (OCB)";25-10-2012;;"G"
"P3250-1.11";"prestatieblad 3250-1, 10-2-2011 (elementen)";"Voorschrift";"AS3000 prestatieblad 3250-1, 10-2-2011 (elementen)";22-06-2013;;"G"
"P5637.06";"NPR 5637:2006 nl";"Norm radioactiviteit";"Radioactiviteitsmetingen - Methoden voor de radiochemische bepaling van radioactief strontium";01-07-2013;;"G"
"P5638.06";"NPR 5638:2006 nl";"Norm radioactiviteit";"Radioactiviteitsmetingen - Methoden voor de radiochemische bepaling van plutonium, americium en curium";01-07-2013;;"G"
"P5792.97";"NPR 5792:1997 nl";"Norm bodem-fysisch";"Bodem - Onverzadigde zone - Toelichting bij het onderzoek naar de fysische eigenschappen in de onverzadigde zone";11-06-2011;;"G"
"P6264.89";"NPR 6264:1989 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Toelichting bij het onderzoek met behulp van membraanfiltratie naar de aanwezigheid en het aantal kolonievormende eenheden (KVE) van <(cursief)Aeromonas>-bacteriën volgens NEN 6263";11-06-2011;;"G"
"P6266.91";"NPR 6266:1991 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Toelichting bij het onderzoek naar de aanwezigheid en het aantal kolonievormende eenheden (KVE) van <(cursief)Legionella>-bacteriën volgens NEN 6265";11-06-2011;;"G"
"P6267.02";"NPR 6267:2002 nl";"Norm water-biologisch";"Toelichting bij NEN-EN-ISO 6222:1999 - Water - Telling van kweekbare micro-organismen - Bepaling van het koloniegetal door enting in een voedingsbodem van gistextractagar";11-06-2011;;"G"
"P6268.95";"NPR 6268:1995 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Algemene principes bij kwaliteitsborging van bacteriologisch onderzoek van water";11-06-2011;;"G"
"P6270.96";"NPR 6270:1996 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Toelichting bij het onderzoek naar de aanwezigheid en/of het meest waarschijnlijke aantal van thermofiele <(cursief)Campylobacter>-bacteriën";11-06-2011;;"G"
"P6272.95";"NPR 6272:1995 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Toelichting bij de bepaling van het gehalte gemakkelijk Assimileerbaar Organisch koolstof (AOC)";11-06-2011;;"G"
"P6277.02";"NPR 6277:2002 nl";"Norm water-biologisch";"Toelichting bij NEN-EN-ISO 9308-1:2000 - Water - Detectie en telling van <(cursief)Escherichia coli> en bacteriën van de coligroep - Deel 1 : Methode met membraanfiltratie";11-06-2011;;"G"
"P6400.88";"NPR 6400:1988 nl";"Norm water-chemisch";"Water - Algemene richtlijnen voor moleculaire-absorptiefotometrie";11-06-2011;;"G"
"P6416.95";"NPR 6416:1995 nl";"Norm water-chemisch";"Atomaire-absorptiespectrometrie - Vlamtechniek - Algemene richtlijnen";11-06-2011;;"G"
"P6417.97";"NPR 6417:1997 nl";"Norm water-chemisch";"Atomaire-absorptie-spectrometrie - Grafietoventechniek - Algemene richtlijnen";11-06-2011;;"G"
"P6425.95";"NPR 6425:1995 nl";"Norm water-chemisch";"Atomaire-emissiespectrometrie met inductief gekoppeld plasma - Algemene richtlijnen";11-06-2011;;"G"
"P6505.94";"NPR 6505:1994 nl";"Norm water-biologisch";"Water - Het kweken van eencellige algen";11-06-2011;;"G"
"P6537.88";"NPR 6537:1988 nl";"Norm water-chemisch";"Water - Toelichting bij titraties van koolstofdioxide, waterstofcarbonaat en carbonaat volgens NEN 6486, NEN 6531 en NEN 6532";11-06-2011;;"G"
"P6538.90";"NPR 6538:1990 nl";"Norm water-fysisch";"Water - Toelichting bij de bepaling van agressiviteit ten opzichte van calciumcarbonaat en de berekeningen ten behoeve van de ontzuring volgens NEN 6533 en NEN 6536";11-06-2011;;"G"
"P6546.88";"NPR 6546:1988 nl";"Norm water-fysisch";"Ketelwater - Routinebepaling van het p- en m-getal";11-06-2011;;"G"
"P6554.81";"NPR 6554:1981 nl";"Norm water-biologisch";"Water - Toelichting bij het onderzoek van bacteriën van de coligroep met behulp van membraanfiltratie volgens NEN 6552, 6553, 6570 en 6571";11-06-2011;;"G"
"P6558.81";"NPR 6558:1981 nl";"Norm water-biologisch";"Toelichting bij NEN 6557 - Bacteriologisch onderzoek van drinkwater - Onderzoek met behulp van gistingsproeven naar de aanwezigheid van bacteriën van de coligroep en thermotolerante bacteriën van de coligroep";11-06-2011;;"G"
"P6574.87";"NPR 6574:1987 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Toelichting bij onderzoek met behulp van membraanfiltratie naar de aanwezigheid en het aantal kolonievormende eenheden (KVE) van <(cursief)Pseudomonas aeruginosa> volgens NEN 6573";11-06-2011;;"G"
"P6616.82";"NPR 6616:1982 nl";"Norm water-fysisch";"Water en slib - Routinebepaling van de pH";11-06-2011;;"G"
"RWSV-W006";"RWSV 913.00.W006";"Voorschrift";"Bepaling van de zuurgraad - veldmeting";11-06-2011;;"G"
"RWSV-W007";"RWSV 913.00.W007";"Voorschrift";"Bepaling van het gehalte aan zuurstof";11-06-2011;;"G"
"RWSV-W008";"RWSV 913.00.W008";"Voorschrift";"Bepaling van de geleidbaarheid en saliniteit - veldmeting";11-06-2011;;"G"
"RWSV-W009";"RWSV 913.00.W009";"Voorschrift";"Bepaling van de temperatuur - veldmeting";11-06-2011;;"G"
"RWSV-W012";"RWSV 913.00.W012";"Voorschrift";"Bepaling van de extinctiecoëfficiënt - veldmeting";11-06-2011;;"G"
"T11370.00";"ISO/TS 11370:2000 en";"Norm water-chemisch";"Water - Bepaling van geselecteerde organische plantbeschermeningsmiddelen - Geautomatiseerde meervoudige ontwikkelings (AMD) techniek";11-06-2011;;"G"
"T11905-2.97";"ISO/TR 11905-2:1997 en";"Norm water-chemisch";"Water - Bepaling van het stikstofgehalte - Deel 2: Bepaling van het gehalte aan gebonden stikstof, na verbranding en oxidatie tot stikstofdioxide, met toepassing van bepaling met chemoluminiscentie";11-06-2011;;"G"
"T14256-1.03";"ISO/TS 14256-1:2003 en";"Norm bodem-chemisch";"Bodem - Bepaling van het gehalte aan nitraat, nitriet en ammonium in veldvochtige grond na extractie met een kaliumchloride-oplossing - Deel 1: Handmatige methode";11-06-2011;;"G"
"T15214-1.06";"NPR-CEN/TR 15214-1:2006 en";"Norm slib";"Karakterisering van slib - Detectie en telling van <(cursief)Escherichia coli> in slib, grond, bodemverbeterende middelen, teeltsubstraten en bioafval - Deel 1: Membraanfiltratiemethode voor telling";11-06-2011;;"G"
"T15214-2.06";"NPR-CEN/TR 15214-2:2006 en";"Norm slib";"Karakterisering van slib - Detectie en telling van <(cursief)Escherichia coli> in slib, grond, bodemverbeterende middelen, teeltsubstraten en bioafval - Deel 2: Geminiaturiseerde methode (meest waarschijnlijke aantal) door enting in een vloeibaar medium";11-06-2011;;"G"
"T15214-3.06";"NPR-CEN/TR 15214-3:2006 en";"Norm slib";"Karakterisering van slib - Detectie en telling van <(cursief)Escherichia coli> in slib, grond, bodemverbeterende middelen, teeltsubstraten en bioafval - Deel 3: Macromethode (meest waarschijnlijke aantal) in een vloeibaar medium";11-06-2011;;"G"
"T15215-1.06";"CEN/TR 15215-1:2006 en";"Norm slib";"Karakterisering van slib - Detectie en telling van <(cursief)Salmonella spp.> in slib, grond, bodemverbeterende middelen, teeltsubstraten en bioafval - Deel 1: Membraanfiltratiemethode voor kwantitatieve resuscitatie van subletaal beschadigde bacteriën (om de doeltreffendheid van behandelingsmethoden te staven in logaritmische afneming)";11-06-2011;;"G"
"T15462.06";"NPR-ISO/TR 15462:2006 en";"Norm water-biologisch";"Water - Keuze van beproevingen voor de bio-afbreekbaarheid";11-06-2011;;"G"
"T17892-1.04";"ISO/TS 17892-1:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 1: Bepaling van het watergehalte";11-06-2011;;"G"
"T17892-1.06";"NPR-CEN-ISO/TS 17892-1:2006 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 1: Bepaling van het watergehalte";11-06-2011;;"G"
"T17892-10.04";"NPR-CEN-ISO/TS 17892-10:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 10: Directe afschuifproef";11-06-2011;;"G"
"T17892-11.04";"NPR-CEN-ISO/TS 17892-11:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 11: Bepaling van de doorlatendheid met de ""constant-head"" en de ""falling-head"" methode";11-06-2011;;"G"
"T17892-12.04";"NPR-CEN-ISO/TS 17892-12:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 12: Bepaling van Atterbergse grenzen";11-06-2011;;"G"
"T17892-2.04";"NPR-CEN-ISO/TS 17892-2:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 2: Bepaling van de dichtheid van fijn korrelige grond";11-06-2011;;"G"
"T17892-3.04";"NPR-CEN-ISO/TS 17892-3:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 3: Bepaling van de dichtheid van vaste (grond)delen - Pycnometermethode";11-06-2011;;"G"
"T17892-4.04";"NPR-CEN-ISO/TS 17892-4:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 4: Bepaling van de korrelgrootte verdeling";11-06-2011;;"G"
"T17892-5.04";"NPR-CEN-ISO/TS 17892-5:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 5: Één-dimensionale samendrukkingsproef";11-06-2011;;"G"
"T17892-7.04";"NPR-CEN-ISO/TS 17892-7:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 7: Samendrukkingsproef op een vrijstaand monster van fijnkorrelige grond";11-06-2011;;"G"
"T17892-8.04";"NPR-CEN-ISO/TS 17892-8:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 8: Ongeconsolideerde, ongedraineerde traxiaal proef";11-06-2011;;"G"
"T17892-9.04";"NPR-CEN-ISO/TS 17892-9:2004 en";"Norm bodem-fysisch";"Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 9: Geconsolideerde traxiaal proeven op waterverzadigde grond";11-06-2011;;"G"
"T20281.06";"ISO/TS 20281:2006 en";"Norm water-biologisch";"Water - Richtlijnen voor statistische interpretatie van ecotoxicologische data";11-06-2011;;"G"
"T23893-2.07";"ISO/TS 23893-2:2007 en";"Norm water-biologisch";"Water - Biochemische en fysiologische bepalingen aan vis - Deel 2: Bepaling van de EROD";11-06-2011;;"G"
"Towabo";"Bepaling waterbodemklasse volgens Towabo-methodiek";"Methodiek";;11-06-2011;;"G"
"V13843.01";"NVN-ENV-ISO 13843:2001 en";"Norm water-biologisch";"Water - Leidraad voor de validatie van microbiologische methoden";11-06-2011;;"G"
"V5694.96";"NVN 5694:1996 nl (vervallen)";"Norm vervallen";"Radioactiviteitsmetingen - Methoden voor de radiochemische bepaling van polonium-210 (<(sup)210>Po) en lood-210 (<(sup)210>Pb)";11-06-2011;;"G"
"V5710.03";"NVN 5710:2003 Ontw. nl";"Norm bodem-chemisch";"Bodem, bouwmaterialen en waterbodem - Bepaling van de gehalten aan tien (zestien) polycyclische aromatische koolwaterstoffen (PAK) in grond met on-line zuivering en hogedrukvloeistofchromatografie (HPLC)";11-06-2011;;"G"
"V5718.94";"NVN 5718:1994 nl";"Norm vervallen";"Bodem - Bepaling van de gehalten aan organochloorbestrijdingsmiddelen (OCB's), chloorbenzenen en polychloorbifenylen (PCB's) in waterbodem met behulp van gaschromatografie";11-06-2011;;"G"
"V5729.01";"NVN 5729:2001 Ontw. nl";"Norm bodem-chemisch";"Bodem - Bepaling van organotinverbindingen in grond en sediment";11-06-2011;;"G"
"V5731.98";"NVN 5731:1998 nl";"Norm bodem-chemisch";"Bodem - Bepaling van de gehalten aan tien polycyclische aromatische koolwaterstoffen in grond met behulp van hogedruk-vloeistofchromatografie";11-06-2011;;"G"
"V5732.99";"NVN 5732:1999 nl";"Norm vervallen";"Bodem - Gaschromatografische bepaling van het gehalte aan vluchtige aromatische koolwaterstoffen en vluchtige gehalogeneerde koolwaterstoffen met behulp van de ""purge and trap"" methode en thermische desorptie";11-06-2011;;"G"
"V5790.96";"NVN 5790:1996 nl";"Norm bodem-fysisch";"Bodem - Onverzadigde zone - Bepaling van de waterdoorlatendheidskarakteristiek met een infiltrometer";11-06-2011;;"G"
"V6404.00";"NVN 6404:2000 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan ethyleenthioureum in leiding-, oppervlakte- en grondwater met gaschromatografie";11-06-2011;;"G"
"V6419.06";"NVN 6419:2006 Ontw. nl";"Norm water-chemisch";"Reconstitutieprotocol voor de bereiding van referentiematerialen voor organische componenten in grond- en oppervlaktewater";11-06-2011;;"G"
"V6517.00";"NVN 6517:2000 nl";"Norm water-biologisch";"Water - Tellen, determineren en biovolumebepaling van zoöplankton (Cladocera, Copepoda, Rotifera) > 50 µm en het bepalen van de groottestructuur van <(cursief)Daphnia>";11-06-2011;;"G"
"V6590.90";"NVN 6590:1990 nl";"Norm water-chemisch";"Regenwater - Fotometrische bepaling van het gehalte aan sulfiet met behulp van een doorstroominjectiesysteem";11-06-2011;;"G"
"V6592.90";"NVN 6592:1990 nl";"Norm water-chemisch";"Regenwater - Fluorimetrische bepaling van het gehalte aan waterstofperoxide met behulp van een doorstroom-injectiemethode";11-06-2011;;"G"
"V6982.06";"NVN 6982:2006 Ontw. nl";"Norm bodem/water-chemisch";"Bodem en water - Voorbehandeling van bodem- en watermonsters voor de bepaling van matig vluchtige organische verbindingen met behulp van GC-MS";11-06-2011;;"G"
"V6983.06";"NVN 6983:2006 Ontw. nl";"Norm bodem/water-chemisch";"Bodem en water - Bepaling van vluchtige organische verbindingen in bodem- en watermonsters met behulp van GC-MS";11-06-2011;;"G"
"V6984.06";"NVN 6984:2006 Ontw. nl";"Norm bodem/water-chemisch";"Bodem en water - Bepaling van het gehalte aan matig vluchtige organische verbindingen in extracten van bodem- en watermonsters met behulp van GC-MS";11-06-2011;;"G"
"V7322.97";"NVN 7322:1997 nl";"Norm vervallen";"Uitloogkarakteristieken van vaste grond- en steenachtige bouwmaterialen en afvalstoffen - Bepaling van het gehalte van anorganische componenten - Bepaling van het gehalte van 14 elementen met atomaire-emissiespectrometrie (inductief gekoppeld plasma)";11-06-2011;;"G"
"V7392.05";"NVN 7392:2005 Ontw. nl";"Norm bodem-chemisch";"Bepaling van reactief en niet-reactief organisch koolstof of reactieve en niet-reactieve organische stof - Vaste grond en steenachtige materialen";11-06-2011;;"G"
"VOORLOPIG";"Voorlopige bepaling klasse door deskundige";"Methodiek";;05-11-2013;;"G"
"ZINTUIGLIJK";"Niet genormaliseerde zintuiglijke waardebepaling";"Algemeen niet-genormaliseerd";;11-06-2011;;"G"
"iWSR";"Bepaling waarde / waterindex (0-100) volgens iWSR-methodiek";"Methodiek";;11-06-2011;;"G"
